sersic_n,sersic_r_eff,sersic_amplitude,sersic_total_flux_99,sersic_r_99,sersic_r_20,sersic_r_80,sersic_c2080,corr_eta,corr_epsilon,corr_r_petrosian,corr_r_half_light,corr_r_total_flux,corr_total_flux,corr_r_20,corr_r_80,corr_c2080,uncorr_eta,uncorr_epsilon,uncorr_r_petrosian,uncorr_r_half_light,uncorr_r_total_flux,uncorr_total_flux,uncorr_r_20,uncorr_r_80,uncorr_c2080
0.7500000000000001,50,1,26486.27329181746,162.01756221314204,26.148936504948434,81.63334744366331,2.472067874813491,0.2,1.5484314147588134,104.63334744366331,49.579628797160204,162.01756221314204,26221.355946159278,26.148910184072466,81.63339676029709,2.4720713724026666,0.2,2,104.63334744366331,49.951443210172265,209.26669488732662,26455.631615838814,26.292747871864847,82.73641947476067,2.489303727202926
0.8,50,1,27194.34088647591,168.942889250032,25.77512465715701,82.85949197212555,2.535707459354088,0.2,1.6111358740412507,104.85949197212555,49.568492590791195,168.942889250032,26922.382170368506,25.77515188499291,82.85934007367608,2.535701184738474,0.2,2,104.85949197212555,49.91922696459488,209.7189839442511,27143.65936684635,25.9077617012367,83.92393663585756,2.5522797671132684
0.8500000000000001,50,1,27885.944168797727,175.97689597192252,25.413304377166117,84.07237107598236,2.5979607891865673,0.2,1.6590267021170457,106.07237107598236,49.55738103270962,175.97689597192252,27607.069247284227,25.413316733848266,84.07254505781599,2.597964227058381,0.2,2,106.07237107598236,49.88587740412915,212.14474215196472,27814.206891178306,25.53482687123559,85.08904020713202,2.6137035363064864
0.9000000000000001,50,1,28562.04398687734,183.12304647032244,25.06296098809476,85.2730960200701,2.658898265726941,0.2,1.7231364600099626,106.2730960200701,49.54654791037358,183.12304647032244,28276.40338443289,25.06301510377725,85.27311265483017,2.658894000714314,0.2,2,106.2730960200701,49.83473137268885,212.5461920401402,28458.15653241384,25.167260840519095,86.18203209501735,2.6729038992929754
0.9500000000000001,50,1,29223.53297465207,190.38458854800112,24.72356969181929,86.46266692211039,2.7185872546762146,0.2,1.7716346895242518,107.46266692211039,49.53648359541902,190.38458854800112,28931.287532816565,24.723729138925798,86.46274327889874,2.718575168140532,0.2,2,107.46266692211039,49.786566576055954,214.92533384422077,29089.249319034763,24.81241104695308,87.26708818470618,2.7309075903875324
1.0,50,1,29871.236853659997,197.76458942879003,24.39461142123563,87.64198561276176,2.7770915183788345,0.2,1.837243974114721,107.64198561276176,49.52608288442667,197.76458942879003,29572.511214570153,24.394410540839505,87.64205104187226,2.7771110208180216,0.2,2,107.64198561276176,49.716105839758676,215.28397122552352,29692.54248584773,24.46078219509423,88.26303514948836,2.7865425855458312
1.05,50,1,30505.91779010195,205.26596515319127,24.07558234565484,88.8118672038851,2.8344710007032345,0.2,1.8864299494886556,108.8118672038851,49.516133563555385,205.26596515319127,30200.831070091423,24.07562458911651,88.81181737567658,2.8344659722884344,0.2,2,108.8118672038851,49.654265316736726,217.6237344077702,30288.15494092567,24.12275738327636,89.27101212273888,2.8414175488681903
1.1,50,1,31128.2787032445,212.89150487703617,23.76599931285026,89.97305031483191,2.8907818209159917,0.2,1.9536160937220302,108.97305031483191,49.50632525327761,212.89150487703617,30816.988382723244,23.766188420582093,89.97288237798739,2.8907604893168717,0.2,2,108.97305031483191,49.56565196270613,217.94610062966382,30854.583516899413,23.785804509989912,90.17382768411623,2.893813298660967
1.1500000000000001,50,1,31738.967900367443,220.64389105375798,23.465402684881116,91.12620602749305,2.9460763883467633,0.2,2.0219148001733824,109.12620602749305,49.49675743482393,220.64389105375798,31421.55573434584,23.46554179581958,91.12611021589998,2.946061232030226,0.2,2,109.12620602749305,49.46713180460733,218.2524120549861,31402.943400184606,23.45582847443709,91.02557733959122,2.944563325347451
1.2000000000000002,50,1,32338.583690851974,228.52571628358166,23.17335750738517,92.271945690341,3.0004035833947236,0.2,2.091348468628778,109.271945690341,49.48715611925361,228.52571628358166,32015.18249573436,23.17312301572334,92.27186708119697,3.000423706737003,0.2,2,109.271945690341,49.35946874301724,218.543891380682,31934.15087429596,23.13188545841743,91.82819071162854,2.9938249717855765
1.2500000000000002,50,1,32927.678793763946,236.53949745366987,22.889453623466668,93.41082770555474,3.0538089712747207,0.2,2.1423577956002373,110.41082770555474,49.477827818346114,236.53949745366987,32598.39377526621,22.889597909031348,93.41076507305371,3.053793827276556,0.2,2,110.41082770555474,49.27378441043393,220.82165541110948,32468.90457386059,22.82395800972793,92.69228803571706,3.0432632142393077
1.3,50,1,33506.76444774757,244.68768766663965,22.613305132043156,94.54336343004115,3.106335027904782,0.2,2.213499572242467,110.54336343004115,49.46906432477234,244.68768766663965,33171.68855805358,22.613249190804662,94.5433555339395,3.1063402183848265,0.2,2,110.54336343004115,49.15203566717893,221.0867268600823,32970.52334037074,22.51329926919886,93.41371319079059,3.089857455724212
1.35,50,1,34076.31418686956,252.9726863549528,22.344549453181486,95.67002231030914,3.158021365505037,0.2,2.285828457191771,110.67002231030914,49.460138701385254,252.97268635495283,33735.53817451526,22.344733498926043,95.66982595831395,3.157999023065355,0.2,2,110.67002231030914,49.02245811488389,221.34004462061827,33457.54363534721,22.208258188153387,94.09236328418783,3.135199394377761
1.4000000000000001,50,1,34636.76727733696,261.3968478999012,22.082846172840064,96.79123635760685,3.2089049506303424,0.2,2.359363939726934,110.79123635760685,49.451320081598844,261.3968478999012,34290.38624964224,22.08282881227274,96.79139834816945,3.2089102919375954,0.2,2,110.79123635760685,48.88576749513946,221.5824727152137,33930.74139708406,21.90939995740863,94.7287947975529,3.179257642265676
1.4500000000000002,50,1,35188.531827251754,269.9624890119028,21.82787577984747,97.90740405596188,3.2590203106106603,0.2,2.4341250370956713,110.90740405596188,49.44214960108904,269.9624890119028,34836.64386270918,21.827752692418017,97.90766521384488,3.259038347752413,0.2,2,110.90740405596188,48.742634672231645,221.81480811192375,34390.85373678807,21.615947375313784,95.32586987482698,3.2221825132228816
1.5000000000000002,50,1,35731.98759043193,278.67189507974354,21.579338368307585,99.01889378287267,3.308399726417065,0.2,2.5101303533501373,111.01889378287267,49.4340416945399,278.67189507974354,35374.65707403458,21.579244031823247,99.01897317030607,3.3084109602277794,0.2,2,111.01889378287267,48.59345679308618,222.03778756574533,34838.57309170597,21.32796999291684,95.88537181515488,3.2640141780418364
1.55,50,1,36267.48848923634,287.5273256575979,21.33695235214296,100.12604681086916,3.357073411243068,0.2,2.5873981295038297,111.12604681086916,49.42542617624419,287.5273256575979,35904.803266820076,21.336936107464094,100.12577734067048,3.357069220360291,0.2,2,111.12604681086916,48.43897762812854,222.2520936217383,35274.53833378515,21.04606025353256,96.40934968124878,3.3047417198164664
1.6,50,1,36795.36488234976,296.53101922766257,21.100453220766948,101.22917994809795,3.4050696748672715,0.2,2.665946286451367,111.22917994809795,49.41731503082273,296.53101922766257,36427.402895338964,21.10057451337472,101.22918911067043,3.4050573890853135,0.2,2,111.22917994809795,48.27957312422543,222.4583598961959,35699.39076924078,20.768879891482317,96.90013399237915,3.3445565140938776
1.6500000000000001,50,1,37315.925602869225,305.6851973515707,20.86959235302048,102.3285878674435,3.4524150743215776,0.2,2.770679868746642,110.3285878674435,49.40896296293775,305.6851973515707,36942.75797064048,20.869486880975625,102.32855829816464,3.4524254211942735,0.2,2,110.3285878674435,48.06011210446809,220.657175734887,36078.04795911584,20.481272243328885,97.15456321249565,3.380531366140419
1.7000000000000002,50,1,37829.45979054639,314.99206830385566,20.644135898608056,103.42454516631211,3.4991345516430483,0.2,2.8525548176760993,110.42454516631211,49.400760653409236,314.99206830385566,37451.15689991014,20.644220892226272,103.42441726434096,3.4991229261344357,0.2,2,110.42454516631211,47.889737758731385,220.84909033262423,36480.577758624524,20.21416052989488,97.57241523580316,3.4183567250980076
1.7500000000000002,50,1,38336.23854014158,324.4538302647124,20.423863731045362,104.5173081929715,3.5452515596118155,0.2,2.9357739124281936,110.5173081929715,49.39315513952476,324.4538302647124,37952.87429052486,20.423603028094764,104.51707556530332,3.54527444469442,0.2,2,110.5173081929715,47.715280628093524,221.034616385943,36873.677552204164,19.952325031022372,97.96225404575739,3.455326291883506
1.8,50,1,38836.516385804905,334.072674136359,20.208568472721623,105.60711667004374,3.5907881764198746,0.2,3.020354242963803,110.60711667004374,49.384999389608026,334.072674136359,38448.14402675888,20.208596595464044,105.60704421193329,3.5907836646777174,0.2,2,110.60711667004374,47.53744905998147,221.21423334008747,37257.82604124992,19.694999242378053,98.32630850028056,3.491568830782504
1.85,50,1,39330.53263937647,343.8507860366935,19.998054590510375,106.69419514130661,3.635765210207888,0.2,3.106312716739581,110.69419514130661,49.37709147405522,343.8507860366935,38937.223780098524,19.998301031384518,106.69440188215499,3.63574265843988,0.2,2,110.69419514130661,47.35694654407382,221.38839028261322,37633.47133412352,19.44310208727198,98.6651212459544,3.5269904872028484
1.9000000000000001,50,1,39818.51259857588,353.7903495152858,19.792137559024955,107.77875426417498,3.680202294369579,0.2,3.2227579178382166,109.77875426417498,49.3694591760181,353.7903495152858,39420.327188181895,19.792269945386526,107.77877198398272,3.6801881268051906,0.2,2,109.77875426417498,47.10517358369567,219.55750852834996,37955.60141887082,19.176780927444284,98.71898519356328,3.5581248765431495
1.9500000000000002,50,1,40300.6686392768,363.8935475296793,19.590643087851575,108.8609919670787,3.724117974469367,0.2,3.3123089552907445,109.8609919670787,49.361933198972594,363.8935475296793,39897.66122587824,19.590588075214818,108.86084205660028,3.724121081909492,0.2,2,109.8609919670787,46.918258083384515,219.7219839341574,38313.88653456875,18.9331936670522,99.00396729322762,3.5921436036008387
2.0,50,1,40777.201204449535,374.16256421407724,19.39340640870295,109.94109448823895,3.767529787556824,0.2,3.4326840753585066,109.0,49.35459448474995,374.16256421407724,40369.42548122171,19.3931915898239,109.94075236821665,3.7675470835754785,0.2,2,109.0,46.65861071711961,218.0,38618.03384863753,18.675590204909554,98.99887632302512,3.6217796474532045
2.05,50,1,41248.299700907985,384.5995864676608,19.20027161830553,111.01923731009278,3.810454334597098,0.2,3.5109975449251225,109.5414,49.34711063362482,384.5995864676608,40835.81180453861,19.20034885128069,111.01891450149593,3.810439285920565,0.2,2,109.5414,46.50180763349281,219.0828,38984.58917549914,18.45089160392623,99.37286191957158,3.656252200746973
